APP_NAME,PRIORITY,CATEGORY,POLICY,ISSUE_TITLE,SEVERITY,DATE_FOUND,#_OCCURRENCES,#_ISSUES
"OX-Security-Demo/Lines-Credits",60,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"OX-Security-Demo/Lines-Credits",60,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: docker/setup-qemu-action","Low",12/5/2023,1,1
"OX-Security-Demo/Lines-Credits",60,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: docker/setup-buildx-action","Low",12/5/2023,1,1
"OX-Security-Demo/Lines-Credits",60,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: docker/login-action","Low",12/5/2023,1,1
"OX-Security-Demo/Liquidity-management",37,"Infrastructure as Code Scan","IaC issue","Dockerfile has only a root user","Low",12/5/2023,1,1
"OX-Security-Demo/Liquidity-management",37,"Infrastructure as Code Scan","IaC issue","Dockerfile has deprecated 'MAINTAINER' instruction","Low",12/5/2023,1,1
"OX-Security-Demo/Liquidity-management",37,"Secret/PII Scan","Secret in Git history","MySQL Database Password was found in the history of a public repository","Low",12/5/2023,1,1
"OX-Security-Demo/Liquidity-management",37,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"OX-Security-Demo/Liquidity-management",37,"Open Source Security","Vulnerable dependency (CVE) in code","jackson-mapper-asl@1.9.13 is a Java direct dependency having 2 direct vulnerabilities and no indirect vulnerabilities. CVE-2019-10202 (CVSS:9.8_ Deserialization of Untrusted Data) is the most severe vulnerability.","Low",12/5/2023,2,1
"OX-Security-Demo/Liquidity-management",37,"Open Source Security","Vulnerable dependency (CVE) in code","liquibase-core@4.5.0 is a Java direct dependency having 1 indirect vulnerability and no direct vulnerabilities. CVE-2022-0839 (CVSS:9.8_ Information Exposure) is the most severe vulnerability.","Low",12/5/2023,1,1
"OX-Security-Demo/Liquidity-management",37,"Open Source Security","Vulnerable dependency (CVE) in code","commons-text@1.9 is a Java direct dependency having 1 indirect vulnerability and no direct vulnerabilities. CVE-2022-42889 (CVSS:9.8_ Code Injection) is the most severe vulnerability.","Low",12/5/2023,1,1
"OX-Security-Demo/Liquidity-management",37,"Code Security","SAST issue","Cross-Site Request Forgery (CSRF) vulnerability due to unrestricted Request Mapping","Low",12/5/2023,1,1
"OX-Security-Demo/Insurance-Service",35,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"OX-Security-Demo/Currency-Credits",35,"Infrastructure as Code Scan","IaC issue","Dockerfile has only a root user","Low",12/5/2023,1,1
"OX-Security-Demo/Currency-Credits",35,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"OX-Security-Demo/Currency-Credits",35,"Open Source Security","Vulnerable dependency (CVE) in code","springfox-swagger2@2.9.2 is a Java direct dependency having 3 indirect vulnerabilities and no direct vulnerabilities. CVE-2023-2976 (CVSS:7.1_ Improper Access Control) is the most severe vulnerability.","Low",12/5/2023,3,1
"OX-Security-Demo/Currency-Credits",35,"Open Source Security","Vulnerable dependency (CVE) in code","jackson-mapper-asl@1.9.13 is a Java direct dependency having 2 direct vulnerabilities and no indirect vulnerabilities. CVE-2019-10202 (CVSS:9.8_ Deserialization of Untrusted Data) is the most severe vulnerability.","Low",12/5/2023,2,1
"OX-Security-Demo/Currency-Credits",35,"Open Source Security","Vulnerable dependency (CVE) in code","postgresql@42.2.0 is a Java direct dependency having 6 direct vulnerabilities and no indirect vulnerabilities. CVE-2022-21724 (CVSS:9.8_ Improper Initialization) is the most severe vulnerability.","Low",12/5/2023,6,1
"OX-Security-Demo/Currency-Credits",35,"Open Source Security","Vulnerable dependency (CVE) in code","commons-text@1.9 is a Java direct dependency having 1 indirect vulnerability and no direct vulnerabilities. CVE-2022-42889 (CVSS:9.8_ Code Injection) is the most severe vulnerability.","Low",12/5/2023,1,1
"OX-Security-Demo/Currency-Credits",35,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: docker/setup-qemu-action","Low",12/5/2023,1,1
"OX-Security-Demo/Currency-Credits",35,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: docker/setup-buildx-action","Low",12/5/2023,1,1
"OX-Security-Demo/Currency-Credits",35,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: docker/login-action","Low",12/5/2023,1,1
"oxsecurity/ox-queries",21,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"michaelhorty/TMCLI",19,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"michaelhorty/TMCLI",19,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: github/codeql-action","Low",12/5/2023,1,1
"oxsecurity/ox-cli",15,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"michaelhorty/CxCLI",15,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"michaelhorty/VCCLI",15,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"michaelhorty/VCCLI",15,"Open Source Security","Vulnerable dependency (CVE) in code","RestSharp@106.11.7 is a C# direct dependency having 1 direct vulnerability and no indirect vulnerabilities. CVE-2021-27293 (CVSS:7.5_ Insufficient Comparison) is the most severe vulnerability.","Low",12/5/2023,1,1
"michaelhorty/VCCLI",15,"Open Source Security","Vulnerable dependency (CVE) in code","Newtonsoft.Json@12.0.3 is a C# direct dependency having 1 direct vulnerability and no indirect vulnerabilities. Top risk: GHSA-5crp-9r3c-p9vr is the most severe vulnerability.","Low",12/5/2023,1,1
"michaelhorty/CxCLI",15,"CI/CD Posture","Webhook without SSL/TLS","Insecure webhook: no SSL","Low",12/5/2023,1,1
"michaelhorty/VCCLI",15,"Git Posture","License file missing in repo","License file missing from public repo","Low",12/5/2023,1,1
"michaelhorty/VCCLI",15,"Git Posture","Security Policy file missing in repo","Security Policy missing from public repo","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Infrastructure as Code Scan","IaC issue","Github Actions job has top-level write-all permissions","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Infrastructure as Code Scan","IaC issue","Dockerfile has 'FROM' with the 'latest' version tag","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Secret/PII Scan","Secret in Git history","Generic Password was found in the history of a public repository","Low",12/5/2023,10,1
"michaelhorty/juiceshop_clone",14,"Secret/PII Scan","Secret in Git history","Generic Secret was found in the history of a public repository","Low",12/5/2023,2,1
"michaelhorty/juiceshop_clone",14,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Secret/PII Scan","Secret in code","Generic Password was found in the code of a public repository","Low",12/5/2023,22,1
"michaelhorty/juiceshop_clone",14,"CI/CD Posture","CI/CD workflow security issue","Github Actions job has top-level write-all permissions","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: github/codeql-action","Low",12/5/2023,3,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","SQL Injection (SQLI) vulnerability due to usage of raw query","Low",12/5/2023,6,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability in Element.innerHTML","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Path Traversal vulnerability due to user controlled path variables","Low",12/5/2023,12,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Make sure that unverified user data can not reach vm.runInContext.","Low",12/5/2023,2,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Path Traversal vulnerability due to user input in res.sendFile","Low",12/5/2023,4,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","It looks like 'toUrl' is read from user input and it is used to as a redirect. Ensure 'toUrl' is not externally controlled_ otherwise this is an open redirect.","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Usage of Weak MD5 Hashing Algorithm","Low",12/5/2023,2,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Path Traversal vulnerability in FS call argument","Low",12/5/2023,25,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Usage of Weak Random Number Generators","Low",12/5/2023,11,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","A hardcoded username in plain text is identified. Store it properly in an environment variable.","Low",12/5/2023,2,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","SQL Injection (SQLI) vulnerability due to user input in sequelize statement","Low",12/5/2023,6,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability due to interpolated variables","Low",12/5/2023,6,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","String comparisons using '==='_ '!=='_ '!=' and '==' is vulnerable to timing attacks. More info: https://snyk.io/blog/node-js-timing-attack-ccc-ctf/","Low",12/5/2023,3,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Usage of non-cryptographic random number generator","Low",12/5/2023,2,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","A hardcoded password in plain text is identified. Store it properly in an environment variable.","Low",12/5/2023,2,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Command Injection vulnerability due to dynamic code execution","Low",12/5/2023,2,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Prototype Pollution vulnerability","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability via insecure document methods usage","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Denial-of-Service (DoS) vulnerability due to regex input","Low",12/5/2023,2,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","HMAC key is hardcoded","Low",12/5/2023,2,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Detected usage of the `notevil` package_ which is unmaintained and has vulnerabilities. Using any sort of `eval()` functionality can be very dangerous_ but if you must_ the `eval` package is an up to date alternative. Be sure that only trusted input reaches an `eval()` function.","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Possible writing outside of the destination_ make sure that the target path is nested in the intended destination","Low",12/5/2023,4,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Detected use of parseXml() function with the `noent` field set to `true`. This can lead to an XML External Entities (XXE) attack if untrusted data is passed into it.","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","User controlled URL in http client libraries can result in Server Side Request Forgery (SSRF).","Low",12/5/2023,2,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","The following request request.get() was found to be crafted from user-input `req` which can lead to Server-Side Request Forgery (SSRF) vulnerabilities. It is recommended where possible to not allow user-input to craft the base request_ but to be treated as part of the path or query parameter. When user-input is necessary to craft the request_ it is recommeneded to follow OWASP best practices to prevent abuse. ","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","The application redirects to a URL specified by user-supplied input `query` that is not validated. This could redirect users to malicious locations. Consider using an allow-list approach to validate URLs_ or warn users they are being redirected to a third-party website.","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Untrusted user input in MongoDB $where operator can result in NoSQL JavaScript Injection.","Low",12/5/2023,2,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","User data from `req` is being compiled into the template_ which can lead to a Server Side Template Injection (SSTI) vulnerability.","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Exposure Risk from User-Controlled Data Driving Business Logic","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability as a result of an unknown value being used in a script tag","Low",12/5/2023,2,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","User controlled data in 'yaml.load()' function can result in Remote Code Injection.","Low",12/5/2023,2,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","CORS Policy Set to Allow All Origins","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Feature-Policy header is present. More information: https://helmetjs.github.io/docs/feature-policy/","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Content-Type-Options header is present. More information: https://helmetjs.github.io/docs/dont-sniff-mimetype/","Low",12/5/2023,1,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","Directory listing/indexing is enabled_ which may lead to disclosure of sensitive directories and files. It is recommended to disable directory listing unless it is a public resource. If you need directory listing_ ensure that sensitive files are inaccessible when querying the resource.","Low",12/5/2023,3,1
"michaelhorty/juiceshop_clone",14,"Code Security","SAST issue","XSS vulnerability due to explicit unescape in Pug template","Low",12/5/2023,1,1
"michaelhorty/VDemo_JAVA",14,"SBOM","Unapproved license used by direct dependency in code","Library with unapproved license directly referenced in code: mysql:mysql-connector-java@5.1.48 (GPL-3.0-or-later_ The GNU General Public License_ Version 2)","Low",12/5/2023,1,1
"michaelhorty/VDemo_JAVA",14,"Secret/PII Scan","Secret in Git history","Generic Password was found in the history of a public repository","Low",12/5/2023,3,1
"michaelhorty/VDemo_JAVA",14,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"michaelhorty/VDemo_JAVA",14,"Open Source Security","Vulnerable dependency (CVE) in code","keycloak-saml-core@1.8.1.Final is a Java direct dependency having 1 direct and 5 indirect vulnerabilities. CVE-2021-40690 (CVSS:7.5_ Information Exposure) is the most severe vulnerability.","Low",12/5/2023,6,1
"michaelhorty/VDemo_JAVA",14,"Open Source Security","Vulnerable dependency (CVE) in code","maven-sling-plugin@2.0.4-incubator is a Java direct dependency having 9 indirect vulnerabilities and no direct vulnerabilities. CVE-2017-1000487 (CVSS:9.8_ Code Injection) is the most severe vulnerability.","Low",12/5/2023,9,1
"michaelhorty/VDemo_JAVA",14,"Open Source Security","Vulnerable dependency (CVE) in code","jbcrypt@0.3m is a Java direct dependency having 1 indirect vulnerability and no direct vulnerabilities. CVE-2015-0886 (CVSS:5_ Incorrect Calculation) is the most severe vulnerability.","Low",12/5/2023,1,1
"michaelhorty/VDemo_JAVA",14,"Open Source Security","Vulnerable dependency (CVE) in code","commons-collections4@4.0 is a Java direct dependency having 2 indirect vulnerabilities and no direct vulnerabilities. CVE-2015-7501 (CVSS:9.8_ Deserialization of Untrusted Data) is the most severe vulnerability.","Low",12/5/2023,2,1
"michaelhorty/VDemo_JAVA",14,"Open Source Security","Vulnerable dependency (CVE) in code","commons-fileupload@1.3.2 is a Java direct dependency having 2 indirect vulnerabilities and no direct vulnerabilities. CVE-2016-1000031 (CVSS:9.8_ Improper Access Control) is the most severe vulnerability.","Low",12/5/2023,2,1
"michaelhorty/VDemo_JAVA",14,"Open Source Security","Vulnerable dependency (CVE) in code","spring-core@4.3.10.RELEASE is a Java direct dependency having 13 indirect vulnerabilities and no direct vulnerabilities. CVE-2018-1270 (CVSS:9.8_ Code Injection) is the most severe vulnerability.","Low",12/5/2023,13,1
"michaelhorty/VDemo_JAVA",14,"Open Source Security","Vulnerable dependency (CVE) in code","mysql-connector-java@5.1.48 is a Java direct dependency having 3 direct vulnerabilities and no indirect vulnerabilities. CVE-2018-3258 (CVSS:8.8_ Improper Privilege Management) is the most severe vulnerability.","Low",12/5/2023,3,1
"michaelhorty/VDemo_JAVA",14,"Open Source Security","Vulnerable dependency (CVE) in code","slf4j-log4j12@1.7.7 is a Java direct dependency having 5 indirect vulnerabilities and no direct vulnerabilities. CVE-2019-17571 (CVSS:9.8_ Deserialization of Untrusted Data) is the most severe vulnerability.","Low",12/5/2023,5,1
"michaelhorty/VDemo_JAVA",14,"Open Source Security","Vulnerable dependency (CVE) in code","commons-io@2.4 is a Java direct dependency having 1 indirect vulnerability and no direct vulnerabilities. CVE-2021-29425 (CVSS:4.8_ Path Traversal) is the most severe vulnerability.","Low",12/5/2023,1,1
"michaelhorty/VDemo_JAVA",14,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: papeloto/action-zip","Low",12/5/2023,1,1
"michaelhorty/VDemo_JAVA",14,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: wei/curl","Low",12/5/2023,1,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","SQL Injection (SQLI) vulnerability in format string query","Low",12/5/2023,12,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","Unsafe Reflection due to user input in 'Class.forName'","Low",12/5/2023,1,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","SQL Injection (SQLI) vulnerability due to manually-constructed SQL string","Low",12/5/2023,3,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","Information Disclosure vulnerability as cookie can be read by client-side script","Low",12/5/2023,3,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","Cookie can be transmitted over an insecure channel","Low",12/5/2023,3,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","MD5 hash algorithm used is considered insecure","Low",12/5/2023,2,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","SQL Injection (SQLI) vulnerability due to formatted string in a SQL statement","Low",12/5/2023,4,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","Path Traversal vulnerability due to user controlled path variables","Low",12/5/2023,4,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","Insecure Deserialization of objects using ObjectInputStream","Low",12/5/2023,1,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability due to JSP Scriptlets usage","Low",12/5/2023,68,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability due to unescaped output","Low",12/5/2023,2,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","Detected an Expression Language segment in a tag that does not escape output. This is dangerous because if any data in this expression can be controlled externally_ it is a cross-site scripting vulnerability. Instead_ use the 'out' tag from the JSTL taglib to escape this expression. See https://www.tutorialspoint.com/jsp/jstl_core_out_tag.htm for more information.","Low",12/5/2023,2,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","Usage of Weak Random Number Generators","Low",12/5/2023,1,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability in JQuery selector","Low",12/5/2023,29,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability in JQuery .html() function","Low",12/5/2023,1,1
"michaelhorty/VDemo_JAVA",14,"Code Security","SAST issue","Command Injection vulnerability due to dynamic code execution","Low",12/5/2023,13,1
"michaelhorty/VDemo_JAVA",14,"Git Posture","Security Policy file missing in repo","Security Policy missing from public repo","Low",12/5/2023,1,1
"michaelhorty/OX-API-Client",12,"Code Security","SAST issue","Insecure Serialization due to Pickle usage","Low",12/5/2023,1,1
"michaelhorty/AQL2XLS_WinApp",12,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"michaelhorty/AQL2XLS_WinApp",12,"Open Source Security","Vulnerable dependency (CVE) in code","RestSharp@106.6.10 is a C# direct dependency having 1 direct vulnerability and no indirect vulnerabilities. CVE-2021-27293 (CVSS:7.5_ Insufficient Comparison) is the most severe vulnerability.","Low",12/5/2023,1,1
"michaelhorty/AQL2XLS_WinApp",12,"Open Source Security","Vulnerable dependency (CVE) in code","Newtonsoft.Json@12.0.3 is a C# direct dependency having 1 direct vulnerability and no indirect vulnerabilities. Top risk: GHSA-5crp-9r3c-p9vr is the most severe vulnerability.","Low",12/5/2023,1,1
"MH-New-Organization/MH_NO_WEBG",12,"Code Security","SAST issue","CSRF protection is disabled for this configuration. This is a security risk.","Low",12/5/2023,1,1
"MH-New-Organization/MH_NO_WEBG",12,"Code Security","SAST issue","Cross-Site Request Forgery (CSRF) vulnerability due to unrestricted Request Mapping","Low",12/5/2023,9,1
"oxsecurity/ox-api-client",12,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"oxsecurity/ox-api-client",12,"Code Security","SAST issue","Insecure Serialization due to Pickle usage","Low",12/5/2023,1,1
"michaelhorty/TMGUI",12,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"michaelhorty/TMGUI",12,"Open Source Security","Vulnerable dependency (CVE) in code","RestSharp@106.11.7 is a C# direct dependency having 1 direct vulnerability and no indirect vulnerabilities. CVE-2021-27293 (CVSS:7.5_ Insufficient Comparison) is the most severe vulnerability.","Low",12/5/2023,1,1
"michaelhorty/CxMOreporting",12,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"michaelhorty/CxMOreporting",12,"Open Source Security","Vulnerable dependency (CVE) in code","RestSharp@106.6.9 is a C# direct dependency having 1 direct vulnerability and no indirect vulnerabilities. CVE-2021-27293 (CVSS:7.5_ Insufficient Comparison) is the most severe vulnerability.","Low",12/5/2023,1,1
"michaelhorty/CxMOreporting",12,"Open Source Security","Vulnerable dependency (CVE) in code","Newtonsoft.Json@12.0.1 is a C# direct dependency having 1 direct vulnerability and no indirect vulnerabilities. Top risk: GHSA-5crp-9r3c-p9vr is the most severe vulnerability.","Low",12/5/2023,1,1
"michaelhorty/AQL2XLS_WinApp",12,"Git Posture","License file missing in repo","License file missing from public repo","Low",12/5/2023,1,1
"michaelhorty/AQL2XLS_WinApp",12,"Git Posture","Security Policy file missing in repo","Security Policy missing from public repo","Low",12/5/2023,1,1
"MH-New-Organization/MH_NO_WEBG",12,"Git Posture","Branch Protection allows unsigned commits","Signed commits are not being enforced","Low",12/5/2023,1,1
"MH-New-Organization/MH_NO_WEBG",12,"Git Posture","License file missing in repo","License file missing from public repo","Low",12/5/2023,1,1
"MH-New-Organization/MH_NO_WEBG",12,"Git Posture","CODEOWNERS file missing in repo","CODEOWNERS file missing from public repo with branch protection","Low",12/5/2023,1,1
"MH-New-Organization/MH_NO_WEBG",12,"Git Posture","Security Policy file missing in repo","Security Policy missing from public repo","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Backup-Operator",10,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"michaelhorty/WG384",10,"SBOM","Unapproved license used by direct dependency in code","Library with unapproved license directly referenced in code: hsqldb:hsqldb@1.8.0.7 (HSQLDB License)","Low",12/5/2023,1,1
"michaelhorty/WG384",10,"SBOM","Unapproved license used by direct dependency in code","Library with unapproved license directly referenced in code: net.sourceforge.jtds:jtds@1.2.2 (LGPL-3.0-or-later_ LGPL)","Low",12/5/2023,1,1
"michaelhorty/WG384",10,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"michaelhorty/WG384",10,"Open Source Security","Vulnerable dependency (CVE) in code","axis@1.2 is a Java direct dependency having 2 indirect vulnerabilities and no direct vulnerabilities. CVE-2018-8032 (CVSS:6.1_ Cross-site scripting) is the most severe vulnerability.","Low",12/5/2023,2,1
"michaelhorty/WG384",10,"Open Source Security","Vulnerable dependency (CVE) in code","spring-security-core@3.2.4.RELEASE is a Java direct dependency having 7 direct vulnerabilities and no indirect vulnerabilities. CVE-2014-3527 (CVSS:9.8_ Improper Authentication) is the most severe vulnerability.","Low",12/5/2023,7,1
"michaelhorty/WG384",10,"Open Source Security","Vulnerable dependency (CVE) in code","commons-collections@3.1 is a Java direct dependency having 2 indirect vulnerabilities and no direct vulnerabilities. CVE-2015-7501 (CVSS:9.8_ Deserialization of Untrusted Data) is the most severe vulnerability.","Low",12/5/2023,2,1
"michaelhorty/WG384",10,"Open Source Security","Vulnerable dependency (CVE) in code","commons-digester@1.4.1 is a Java direct dependency having 1 indirect vulnerability and no direct vulnerabilities. CVE-2019-10086 (CVSS:7.3_ Deserialization of Untrusted Data) is the most severe vulnerability.","Low",12/5/2023,1,1
"michaelhorty/WG384",10,"Open Source Security","Vulnerable dependency (CVE) in code","log4j@1.2.17 is a Java direct dependency having 5 direct vulnerabilities and no indirect vulnerabilities. CVE-2019-17571 (CVSS:9.8_ Deserialization of Untrusted Data) is the most severe vulnerability.","Low",12/5/2023,5,1
"michaelhorty/WG384",10,"Open Source Security","Vulnerable dependency (CVE) in code","junit@4.8.1 is a Java direct dependency having 1 direct vulnerability and no indirect vulnerabilities. CVE-2020-15250 (CVSS:5.5_ Improper Access Control) is the most severe vulnerability.","Low",12/5/2023,1,1
"michaelhorty/WG384",10,"Open Source Security","Vulnerable dependency (CVE) in code","spring-security-web@3.2.4.RELEASE is a Java direct dependency having 1 direct vulnerability and no indirect vulnerabilities. CVE-2021-22112 (CVSS:8.8_ Improper Privilege Management) is the most severe vulnerability.","Low",12/5/2023,1,1
"michaelhorty/WG384",10,"Open Source Security","Vulnerable dependency (CVE) in code","commons-io@1.3.2 is a Java direct dependency having 1 direct vulnerability and no indirect vulnerabilities. CVE-2021-29425 (CVSS:4.8_ Path Traversal) is the most severe vulnerability.","Low",12/5/2023,1,1
"michaelhorty/WG384",10,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability in JQuery selector","Low",12/5/2023,28,1
"michaelhorty/WG384",10,"Code Security","SAST issue","Command Injection vulnerability due to dynamic code execution","Low",12/5/2023,38,1
"michaelhorty/WG384",10,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability in JQuery .html() function","Low",12/5/2023,12,1
"michaelhorty/WG384",10,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability via insecure document methods usage","Low",12/5/2023,29,1
"michaelhorty/WG384",10,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability in Element.innerHTML","Low",12/5/2023,29,1
"michaelhorty/WG384",10,"Code Security","SAST issue","Denial-of-Service (DoS) vulnerability due to regex input","Low",12/5/2023,93,1
"michaelhorty/WG384",10,"Code Security","SAST issue","Potential SSRF via URL Input","Low",12/5/2023,1,1
"michaelhorty/WG384",10,"Code Security","SAST issue","SQL Injection (SQLI) vulnerability in format string query","Low",12/5/2023,8,1
"michaelhorty/WG384",10,"Code Security","SAST issue","SQL Injection (SQLI) vulnerability due to formatted string in a SQL statement","Low",12/5/2023,41,1
"michaelhorty/WG384",10,"Code Security","SAST issue","Unsafe Reflection due to user input in 'Class.forName'","Low",12/5/2023,3,1
"michaelhorty/WG384",10,"Code Security","SAST issue","Information Disclosure vulnerability as cookie can be read by client-side script","Low",12/5/2023,5,1
"michaelhorty/WG384",10,"Code Security","SAST issue","Cookie can be transmitted over an insecure channel","Low",12/5/2023,5,1
